poi_name,poi_latitude,poi_longitude,poi_rating,poi_price,poi_category,tel,poi_address,distance,source,nearest_bike_station,distance_to_nearest_station,bike_station_name,bike_station_latitude,bike_station_longitude,number_of_bikes
Kahve Deryası,38.41878,27.125868,2.0,Unknown,"['Coffee & Tea', 'Cafes']",902324899002.0,"Konak Mh., Mustafa Kemal Sahil Blv. 21-01, 35250 İzmir, Turkey",67.41042105704855,yelp,Konak İskele,50.325275111986066,Konak İskele,38.4187847458,27.1264456215,38
Kaffa Keyf,38.418746,27.125476,3.6,2.0,Café,(0232) 445 50 45,"Konak Vapur İskelesi Üstü, Konak",93.0,foursquare,Bisim Üye Noktası,33.05229626416537,Bisim Üye Noktası,38.4187094,27.1250995,0
Sakiz Restaurant,38.428781,27.136552,4.2,3.0,Seafood,(0232) 464 11 03,"Ataturk Cad No: 158/A Konak, 35220 Konak",90.0,foursquare,Vasıf Çınar,264.4606960727019,Vasıf Çınar,38.4303211039,27.1342384751,20
Midpoint Alsancak,38.428502,27.136306,4.35,2.0,Dining and Drinking,(0232) 402 00 25,"Şehit Nevres Bul Swiss Hotel No: 2/A, Alsancak, İzmir",319.0,foursquare,Vasıf Çınar,270.8323552537244,Vasıf Çınar,38.4303211039,27.1342384751,20
Kordonboyubalik.,38.429904,27.134669,4.2,3.0,Seafood,,"Atatürk Cad No:174/B Alsancak Konak, 35220 İzmir",330.0,foursquare,Vasıf Çınar,59.644452729664366,Vasıf Çınar,38.4303211039,27.1342384751,20
Fish & Steak House,38.42996,27.134719,4.2,3.0,Seafood,(0232) 463 10 20,"Atatürk Cad, No: 174 Daire: 1, Alsancak, 35220 Konak",341.0,foursquare,Vasıf Çınar,58.00221954080207,Vasıf Çınar,38.4303211039,27.1342384751,20
Zaferin Yeri Restaurant,38.430625,27.135398,4.7,3.0,Seafood,0533 199 26 80,"Kultur, Ataturk Cad No: 184 / B, 35220 İzmir",117.0,foursquare,Vasıf Çınar,106.50458809799314,Vasıf Çınar,38.4303211039,27.1342384751,20
Körfez Ali Restorant İşletmeciliği,38.430625,27.135398,4.2,3.0,Seafood,(0232) 421 01 90,"Atatürk Cad No:182, A Alsancak, Konak",97.0,foursquare,Vasıf Çınar,106.50458809799314,Vasıf Çınar,38.4303211039,27.1342384751,20
Balıkçı Hasan,38.43096,27.135694,4.3,3.0,Seafood,(0232) 464 13 54,"Atatürk Cad, No: 186, Kordon (1.Kordon), 35100 Konak",128.0,foursquare,Vasıf Çınar,145.33193670740258,Vasıf Çınar,38.4303211039,27.1342384751,20
Deniz Restaurant,38.43129,27.136077,4.35,3.0,Diner,(0232) 464 44 99,"Atatürk Cad No: 188, 35220 Konak",183.0,foursquare,Vasıf Çınar,193.01268728416224,Vasıf Çınar,38.4303211039,27.1342384751,20
Lokanta Mahalle,38.429904,27.136523,4.4,Unknown,Turkish Home Cooking,(0232) 502 26 46,"Mustafa Münir Birsel Sok No:8/A, Konak",198.0,foursquare,Vasıf Çınar,204.3304482940132,Vasıf Çınar,38.4303211039,27.1342384751,20
Teras,38.43167,27.136598,4.25,Unknown,Dining and Drinking,,"Atatürk Cad No:190 Alsancak, İzmir",253.0,foursquare,Vasıf Çınar,254.43812675290556,Vasıf Çınar,38.4303211039,27.1342384751,20
Balıkada,38.428485,27.136569,4.45,3.0,Seafood,(0232) 484 12 14,"Sehit Nevres Bul No: 2/G-h Swissotel Alti, İzmir",450.0,foursquare,Vasıf Çınar,287.9150378798148,Vasıf Çınar,38.4303211039,27.1342384751,20
Sushico,38.428485,27.136569,4.15,2.0,Sushi,(0232) 484 00 70,"Şehit Nevres Bul, No: 2 / F Alsancak, 35220 Konak",462.0,foursquare,Vasıf Çınar,287.9150378798148,Vasıf Çınar,38.4303211039,27.1342384751,20
Cafe La Cigale,38.431544,27.13707,4.8,3.0,['French'],902324214780.0,"Cumhuriyet Bulv., Fransız Kültür Merkezi No: 152, İzmir, Turkey",594.256418568541,yelp,Vasıf Çınar,281.64273070572716,Vasıf Çınar,38.4303211039,27.1342384751,20
Fish House,38.430064,27.134626,4.0,2.0,"['Turkish', 'Fish & Chips']",902324631020.0,"Atatürk Cad., No: 174 D: 1, 35920 İzmir, Turkey",334.3865245755491,yelp,Vasıf Çınar,44.23545218976564,Vasıf Çınar,38.4303211039,27.1342384751,20
Meyhane Sisim,38.4298583405343,27.1344995733801,3.8,Unknown,['Turkish'],902324636987.0,"Atatürk Cad.No: 174, 35220 İzmir, Turkey",56.25894803366731,yelp,Vasıf Çınar,56.2590899048354,Vasıf Çınar,38.4303211039,27.1342384751,20
Zafer'in Yeri Restaurant,38.430788,27.13551,5.0,Unknown,['Seafood'],905331992680.0,"Atatürk Cad. No:184/B, 35220 İzmir, Turkey",122.32117213318064,yelp,Vasıf Çınar,122.32148059764064,Vasıf Çınar,38.4303211039,27.1342384751,20
Gümüş Balık Restaurant,38.426273,27.132392,4.2,3.0,Seafood,(0232) 483 37 47,"Kazım Dirik Cad, No: 1 / A, Pasaport (1.Kordon), İzmir",141.0,foursquare,Pasaport İskele,139.37687678323587,Pasaport İskele,38.4275173482,27.1325844103,20
Çınaraltı Meyhanesi,38.42563,27.134143,4.6,2.0,Turkish,(0232) 425 47 93,"Vali Kazım Dirik Cad No:22 A, İzmir",240.0,foursquare,Pasaport İskele,249.95265639623963,Pasaport İskele,38.4275173482,27.1325844103,20
Hisar Balık Pişiricisi,38.425854,27.13434,4.35,3.0,Seafood,(0232) 489 25 25,"Vali Kazım Dirik Cad, No: 18 / A, 35210 Konak",241.0,foursquare,Pasaport İskele,239.99280724561274,Pasaport İskele,38.4275173482,27.1325844103,20
Scappi,38.427954,27.135637,4.4,3.0,American,0530 609 13 19,"Gaziosmanpasa Bul No:1, 35210 İzmir",261.0,foursquare,Pasaport İskele,270.3057576701044,Pasaport İskele,38.4275173482,27.1325844103,20
Cafe Swiss,38.427898,27.135588,4.45,2.0,Café,(0232) 414 00 00,"Gazi Osman Paşa Bul Swissotel Grand Efes İzmir No: 1, Pasaport, Konak, İzmir, 35110 İzmir",288.0,foursquare,Pasaport İskele,265.0425944220092,Pasaport İskele,38.4275173482,27.1325844103,20
Skyfire Restaurant & Bar,38.426652,27.135694,4.25,Unknown,Modern European,(0232) 497 77 77,"Gazi Osman Paşa BLV. No:16 (G.O.P  Bulvari), İzmir",273.0,foursquare,Pasaport İskele,287.4597389508506,Pasaport İskele,38.4275173482,27.1325844103,20
Topcu,38.426,27.133,4.0,2.0,['Turkish'],902324846261.0,"Kazım Dirik Caddesi 3, 35210 İzmir, Turkey",984.7393639992376,yelp,Pasaport İskele,172.56188052982256,Pasaport İskele,38.4275173482,27.1325844103,20
Mezzaluna,38.4236474649437,27.1287091166347,4.6,3.0,['Italian'],902324896944.0,"Akdeniz Mah., Atatürk Cad. No:19, 35250 İzmir, Turkey",575.5430879950958,yelp,Pasaport İskele,546.9294215184087,Pasaport İskele,38.4275173482,27.1325844103,20
Red Dragon,38.426355,27.137185,3.6,2.0,['Chinese'],902324830079.0,"1379. Sok. No:57/A, Alsancak, 35220 İzmir, Turkey",1258.5167926588265,yelp,Pasaport İskele,421.0852150497621,Pasaport İskele,38.4275173482,27.1325844103,20
Marina Cafe,38.4257670656815,27.132018,5.0,2.0,"['Cafes', 'Breakfast & Brunch']",902324452505.0,"Alsancak Mah., Atatürk Cad. No:94, 35210 İzmir, Turkey",915.667734166539,yelp,Pasaport İskele,200.7797683120579,Pasaport İskele,38.4275173482,27.1325844103,20
Topçunun Yeri,38.42608,27.133059,4.3,2.0,['Kebab'],902324259047.0,"Akdeniz Mah., Kazım Dirik Cad. No:3/B, 35920 İzmir, Turkey",994.967432845217,yelp,Pasaport İskele,165.0863685764489,Pasaport İskele,38.4275173482,27.1325844103,20
Bonjour Restaurant,38.427469,27.132421,4.0,Unknown,"['Turkish', 'Pizza']",902324250445.0,"Kordon Otel, Akdeniz Cad.No: 2 Pasaport, İzmir, Turkey",15.215965133981696,yelp,Pasaport İskele,15.216003499183849,Pasaport İskele,38.4275173482,27.1325844103,20
Mövenpick Hotel Restaurant,38.428118,27.134122,5.0,Unknown,"['Turkish', 'Seafood', 'Buffets']",902324881414.0,"Cumhuriyet Blv. No:138, 35210 İzmir, Turkey",149.66702852488953,yelp,Pasaport İskele,149.6674059538145,Pasaport İskele,38.4275173482,27.1325844103,20
Ciğerci Zarif,38.426973,27.134114,4.5,2.0,['Giblets'],902324457526.0,"Şehit Fethi Bey Cad. No: 67, Konak, 35920 İzmir, Turkey",146.3462161137627,yelp,Pasaport İskele,146.34658516842885,Pasaport İskele,38.4275173482,27.1325844103,20
Birinci Kordon Balık Restoran,38.433692,27.138197,4.3,3.0,Seafood,(0232) 422 40 01,"Atatürk Cad No: 196/A, 35220 İzmir",24.0,foursquare,Ali Çetinkaya Bulvarı,41.040940739793776,Ali Çetinkaya Bulvarı,38.4340526994,27.1380971058,12
Yemek Salonu - Kordon Orduevi,38.432793,27.137496,4.4,2.0,Breakfast,,Unknown,134.0,foursquare,Ali Çetinkaya Bulvarı,149.53800932497865,Ali Çetinkaya Bulvarı,38.4340526994,27.1380971058,12
İdil Mantı Evi,38.433285,27.138115,3.85,Unknown,Manti,(0232) 422 25 23,"No 1/B Doktor Mustafa Enver Bey Cad (Mustafa Enver Bey Cad), İzmir",91.0,foursquare,Ali Çetinkaya Bulvarı,85.37862694539234,Ali Çetinkaya Bulvarı,38.4340526994,27.1380971058,12
Ristorante Pizzeria Venedik,38.431966,27.138435,4.4,3.0,Pizza,(0232) 422 18 26,"1382 Sok, No: 10 / A, Alsancak, 35110 İzmir",216.0,foursquare,Ali Çetinkaya Bulvarı,233.88987262246584,Ali Çetinkaya Bulvarı,38.4340526994,27.1380971058,12
Tepeleme Söğüş,38.432016,27.137645,4.15,2.0,Turkish,,"Cumhuriyet Bul No:163, İzmir",210.0,foursquare,Ali Çetinkaya Bulvarı,229.86923040151603,Ali Çetinkaya Bulvarı,38.4340526994,27.1380971058,12
Ayvalık Balıkçısı Kerem,38.432428,27.136793,3.95,3.0,Seafood,(0232) 404 35 10,"Atatürk Cad No:192/B (Atatürk Caddesi), İzmir",213.0,foursquare,Ali Çetinkaya Bulvarı,213.40218590977204,Ali Çetinkaya Bulvarı,38.4340526994,27.1380971058,12
Sirena,38.4333878,27.1379452,4.4,Unknown,"['Bars', 'Cafes', 'Coffee & Tea']",902324213386.0,"Atatürk Cad. No: 194 / 1- A, Alsancak, 35220 İzmir, Turkey",166.18026528790622,yelp,Ali Çetinkaya Bulvarı,75.10816902639283,Ali Çetinkaya Bulvarı,38.4340526994,27.1380971058,12
Kordonboyu Balık Pişiricisi,38.434901,27.13943,4.8,3.0,['Seafood'],902324221590.0,"Atatürk Cd. No:214/A, Alsancak, 35480 İzmir, Turkey",1014.7097525704772,yelp,Ali Çetinkaya Bulvarı,149.5861676792501,Ali Çetinkaya Bulvarı,38.4340526994,27.1380971058,12
Beş Kardeşler Büfe,38.439268,27.144229,4.35,2.0,Sandwich Spot,(0232) 421 51 59,"1382 Sok No:4/C, 35220 Konak",197.0,foursquare,Alsancak İskele,260.9657416530349,Alsancak İskele,38.4384639223,27.1414140426,20
Yengeç Restaurant,38.438078,27.141603,4.4,3.0,Seafood,(0232) 464 57 57,"Ataturk Cad No: 314/A 1 Kordon Alsancak, Alsancak Vapur Iskelesi Karsisi (1.Kordon), İzmir",25.0,foursquare,Alsancak İskele,45.96028842048015,Alsancak İskele,38.4384639223,27.1414140426,20
Moresi Eskiköy,38.439631,27.142232,4.3,2.0,Breakfast,(0232) 463 26 46,"Atatürk Cad No:344/1 Kordon, İzmir",145.0,foursquare,Alsancak İskele,148.04167387913023,Alsancak İskele,38.4384639223,27.1414140426,20
Giritli Kâmuran,38.439804,27.142292,4.45,2.0,Café,(0232) 369 20 01,"Atatürk Cad No: 354/A Konak (alsancak), 35100 İzmir",169.0,foursquare,Alsancak İskele,167.48459046593982,Alsancak İskele,38.4384639223,27.1414140426,20
Ateş Ocakbaşı,38.436994,27.141944,4.4,2.0,Turkish,(0232) 422 10 80,"Can Yucel Sok No: 3/A Konak, 35220 İzmir",184.0,foursquare,Alsancak İskele,169.84064023290023,Alsancak İskele,38.4384639223,27.1414140426,20
Iskele Meyhanesi,38.439514,27.142221,3.75,Unknown,Bar,0553 215 60 10,"Ataturk Cad No: 340/A Alsancak - Kordon, İzmir",122.0,foursquare,Alsancak İskele,136.28410802174588,Alsancak İskele,38.4384639223,27.1414140426,20
Teyzem Börek,38.438357,27.143703,4.4,1.0,Bakery,(0232) 290 80 40,"Kıbrıs Şehitleri Cad No:98/A, Konak",198.0,foursquare,Alsancak İskele,199.71446740075638,Alsancak İskele,38.4384639223,27.1414140426,20
Alsancak Dostlar Fırını - Boyoz,38.439055,27.143856,4.65,1.0,Bakery,(0232) 421 92 02,"Kıbrıs Şehitleri Cad No: 120 Alsancak, 35210 İzmir",222.0,foursquare,Alsancak İskele,222.60880143400092,Alsancak İskele,38.4384639223,27.1414140426,20
Alsancak Tostçu,38.439995,27.142774,3.85,2.0,Fast Food,(0232) 421 75 48,"1479 Sok No:3/C, 35220 İzmir",207.0,foursquare,Alsancak İskele,207.3981654351377,Alsancak İskele,38.4384639223,27.1414140426,20
Münire,38.437429,27.144368,4.6,1.0,Café,0535 259 68 46,"1484 Sok No:4, Alsancak (Kıbrıs Şehitleri Cad. Garanti Bankası Sokağı), 35220 İzmir",283.0,foursquare,Alsancak İskele,281.8449580500938,Alsancak İskele,38.4384639223,27.1414140426,20
Roof Bar,38.436191,27.141482,4.3,2.0,"['Bars', 'Cafes', 'Coffee & Tea']",902324639090.0,"Ege Palas Business Hotel, Cumhuriyet Bulv. No: 210 Alsancak, 35220 İzmir, Turkey",378.75521008158046,yelp,Alsancak İskele,252.80708470947172,Alsancak İskele,38.4384639223,27.1414140426,20
Sardunya's,38.4372954028375,27.1421883287424,4.3,Unknown,"['Bars', 'Cafes', 'Coffee & Tea']",902324653276.0,"Kıbrıs Şehitleri Cad. 1453. Sok. No:12, Alsancak, 35220 İzmir, Turkey",506.94478906650994,yelp,Alsancak İskele,146.3921031976801,Alsancak İskele,38.4384639223,27.1414140426,20
Cafe Del Mundo,38.437712,27.142934,5.0,2.0,"['Cafes', 'Breakfast & Brunch', 'Coffee & Tea']",902324210584.0,"Kıbrıs Sehitleri Cad., Muzaffer Izgü Sok. No:13, 35220 İzmir, Turkey",585.7041362695555,yelp,Alsancak İskele,156.57606736585464,Alsancak İskele,38.4384639223,27.1414140426,20
Chickinn,38.4367646,27.1430536,3.9,2.0,"['Turkish', 'Chinese', 'Barbeque']",902324650880.0,"Kıbrıs Sehitleri Cad. No.56, Alsancak, 35220 İzmir, Turkey",236.84682728148863,yelp,Alsancak İskele,236.84742454990393,Alsancak İskele,38.4384639223,27.1414140426,20
Alins Cafe Restaurant,38.4385289868892,27.1415490912323,2.7,1.0,"['Cafes', 'Fast Food', 'Sandwiches']",902324645474.0,"Atatürk Cad. No:334/A, Alsancak, 35220 İzmir, Turkey",13.80915989779698,yelp,Alsancak İskele,13.809194720171941,Alsancak İskele,38.4384639223,27.1414140426,20
Manisalı Birtat,38.437573,27.143338,4.0,Unknown,"['Turkish', 'Kebab']",902324216864.0,"Kıbrıs Şehitleri Cad., No: 82/A, 35100 İzmir, Turkey",194.66364796690755,yelp,Alsancak İskele,194.66413885971005,Alsancak İskele,38.4384639223,27.1414140426,20
Aysel Abla Ev Yemekelri,38.439557,27.143781,4.3,2.0,['Homemade Food'],902324222244.0,"Kıbrıs Şehitleri Cad. No:159/A, 35040 İzmir, Turkey",296.5680717964724,yelp,Alsancak İskele,239.31534540230356,Alsancak İskele,38.4384639223,27.1414140426,20
Yaşam Vegan Cafe,38.437658322536,27.1441784905582,5.0,Unknown,"['Vegan', 'Cafes']",905340330372.0,"Alsancak Mah., 1484. Sk. No:9/A, 35220 İzmir, Turkey",510.49746541455534,yelp,Alsancak İskele,256.8987245534824,Alsancak İskele,38.4384639223,27.1414140426,20
Köfteci Turgay,38.436505,27.144658,4.0,Unknown,"['Turkish', 'Meatballs']",902324040033.0,"Alsancak Mah., 1456. Sok. No:92-B, 35220 İzmir, Turkey",473.0641891967319,yelp,Alsancak İskele,356.75778389501784,Alsancak İskele,38.4384639223,27.1414140426,20
Pier’S,38.43253,27.139767,4.35,Unknown,Restaurant,,"Dr. Mustafa Enver Bey Cad, İzmir",209.0,foursquare,Plevne Bulvarı,135.06989878014267,Plevne Bulvarı,38.433102,27.141135,12
Favino Alsancak,38.432765,27.140715,4.5,Unknown,Theme Restaurant,(0232) 421 93 90,"Dr. Mustafa Enver Bey Cad No:11/A, 35220 İzmir",259.0,foursquare,Plevne Bulvarı,52.369321588086265,Plevne Bulvarı,38.433102,27.141135,12
Murano’S,38.432156,27.139158,4.25,3.0,Italian,,İzmir,244.0,foursquare,Plevne Bulvarı,201.78985707277113,Plevne Bulvarı,38.433102,27.141135,12
Paprica Pizza & Ristorante,38.431971,27.142055,4.4,3.0,Italian,0549 422 22 70,"Dr. Mustafa Enver Bey Cad No: 30/2, 35220 İzmir",252.0,foursquare,Plevne Bulvarı,149.12297520235788,Plevne Bulvarı,38.433102,27.141135,12
Pizza Locale,38.432524,27.142635,4.55,2.0,Pizza,(0232) 463 45 60,"1390 Sok No:5/B Alsancak, 35220 Konak",310.0,foursquare,Plevne Bulvarı,145.6071511261106,Plevne Bulvarı,38.433102,27.141135,12
Yuzde Yuz Restaurant & Cafe Alsancak,38.432435,27.140332,4.2,3.0,Restaurant,(0232) 422 55 35,"Dr. Mustafa Bey Cad Alsancak, Konak, Konak",352.0,foursquare,Plevne Bulvarı,101.94568582703725,Plevne Bulvarı,38.433102,27.141135,12
Zeytinyağlı Restorant,38.434144,27.142211,4.3,2.0,Turkish Home Cooking,(0232) 655 65 55,"Talatpaşa Bul, İzmir",131.0,foursquare,Plevne Bulvarı,149.025475623135,Plevne Bulvarı,38.433102,27.141135,12
Eski Usul Meyhane Alsancak,38.435307,27.141568,4.35,2.0,Meyhane,(0232) 421 44 09,"Irfan Boyuer Sok, Donerciler Sokagi, No:2/A Alsancak, Konak (1444), 35220 İzmir",255.0,foursquare,Plevne Bulvarı,248.06890887200055,Plevne Bulvarı,38.433102,27.141135,12
Bade,38.435329,27.141217,4.2,2.0,Seafood,(0232) 421 28 22,"Cumhuriyet Bul No:198/A ((Gündoğdu-Kalyon Pub karşısı)), 35220 İzmir",256.0,foursquare,Plevne Bulvarı,247.7344316851175,Plevne Bulvarı,38.433102,27.141135,12
Midyeli,38.4352989,27.1417503,4.7,2.0,['Seafood'],902324222226.0,"İrfan Boyuer 1444 Sk. No:4/A, Alsancak, 35220 İzmir, Turkey",347.7387007002979,yelp,Plevne Bulvarı,250.09434915869195,Plevne Bulvarı,38.433102,27.141135,12
Dükkan Burger,38.4323276944348,27.1401010671692,4.3,Unknown,['Fast Food'],902324632055.0,"Meksika Sok. No: 18/ A, İzmir, Turkey",259.3443352424737,yelp,Plevne Bulvarı,124.59401977685224,Plevne Bulvarı,38.433102,27.141135,12
B'ready,38.431584,27.142258,5.0,Unknown,"['Cafes', 'Burgers']",902324214914.0,"Kültür Mah., Zuhal Yorgancıoğlu Sok. No:9-B, 35220 İzmir, Turkey",203.9324598630253,yelp,Plevne Bulvarı,195.0890815647009,Plevne Bulvarı,38.433102,27.141135,12
"Meşhur Tavacı Recep Usta, Alsancak",38.440665,27.142681,4.4,3.0,Pide,(0232) 463 87 97,"Atatürk Cad, No: 364, Alsancak, Konak",253.0,foursquare,Liman,177.92607235692932,Liman,38.4421949873,27.1432792183,12
Haşmetli Meyhane,38.441972,27.143463,4.35,Unknown,Meyhane,(0232) 339 41 41,"Ataturk Cad Kordon, No:376\U002Fa (Atatürk Caddesi), İzmir",17.0,foursquare,Liman,29.51248081978361,Liman,38.4421949873,27.1432792183,12
Big Baker,38.441532,27.144033,4.35,3.0,American,,Konak,98.0,foursquare,Liman,98.71432829892042,Liman,38.4421949873,27.1432792183,12
Bet10 Coffee&Bistro,38.441469,27.14302,4.2,1.0,Dining and Drinking,,"Atatürk Cad 1 Kordon No:370/B Alsancak (Kordon), İzmir",89.0,foursquare,Liman,83.82359880913305,Liman,38.4421949873,27.1432792183,12
Tek Tek Meyhanesi,38.441754,27.143178,3.75,Unknown,Meyhane,,"Atatürk Cad No: 372 Kordon, 35220 İzmir",61.0,foursquare,Liman,49.821702244999265,Liman,38.4421949873,27.1432792183,12
Fayton Bistro,38.441128,27.142812,4.05,2.0,Café,(0232) 464 33 34,"Alsancak Kordon 366/2A, Alsancak (Kültür cad), 35220 Konak",128.0,foursquare,Liman,125.42773404963256,Liman,38.4421949873,27.1432792183,12
Cızz Bızz Balık Evi,38.440044,27.14408,4.3,3.0,Seafood,(0232) 465 00 78,"Kibris Sehitleri Cad No: 171/B Alsancak, İzmir",237.0,foursquare,Liman,249.13999979607806,Liman,38.4421949873,27.1432792183,12
Yalı Çapkını (Yalıçapkını),38.440083,27.143466,3.85,Unknown,Meyhane,0545 828 94 11,"1478 Sok No:5/ A, İzmir",221.0,foursquare,Liman,235.40534839626022,Liman,38.4421949873,27.1432792183,12
Meşhur Tavacı Recep Usta,38.440797,27.142488,4.3,3.0,"['Turkish', 'Steakhouses']",902324638797.0,"Atatürk Cad. No: 364, Alsancak, 35030 İzmir, Turkey",841.8159051730466,yelp,Liman,170.03822757285462,Liman,38.4421949873,27.1432792183,12
V Lounge,38.4421741121412,27.1433708444238,4.0,2.0,"['American', 'Lounges']",902324049898.0,"Alsancak Mh., Ataturk Cd. Mert Plaza No:376/A, 35220 İzmir, Turkey",1013.1608526338604,yelp,Liman,8.310647215406492,Liman,38.4421949873,27.1432792183,12
SPR Pub Restaurant,38.4414892358439,27.1428351245316,5.0,Unknown,"['Pubs', 'Burgers', 'Pizza']",902322784243.0,"Atatürk Cad. No: 370/ 1-B, 35220 İzmir, Turkey",358.4452272639456,yelp,Liman,87.48955442844002,Liman,38.4421949873,27.1432792183,12
Amfora Balık,38.44197,27.143126,4.0,Unknown,['Seafood'],902324635874.0,"Atatürk Cad., No: 372 D: 1/A, 35920 İzmir, Turkey",28.35375565778984,yelp,Liman,28.35382715928988,Liman,38.4421949873,27.1432792183,12
Pirpirim Ocakbaşı Restaurant,38.440569,27.146027,4.3,1.0,BBQ,(0232) 463 11 24,"1473 Sok, No: 5 / A, Alsancak, Konak",292.0,foursquare,Alsancak Garı,172.86432553835968,Alsancak Garı,38.439948857,27.1478470394,15
O'Lahmacun,38.439686,27.146916,4.4,2.0,Turkish,(0232) 421 11 99,"1471 Sok No:34, Konak",101.0,foursquare,Alsancak Garı,86.19559975139336,Alsancak Garı,38.439948857,27.1478470394,15
Alsancak Dostlar Fırını - Boyozcu Hakan,38.44096,27.146372,4.45,1.0,Bakery,(0232) 421 91 02,"1475 Sok No: 1/A Alsancak, 35220 İzmir",152.0,foursquare,Alsancak Garı,170.71980462698633,Alsancak Garı,38.439948857,27.1478470394,15
Sevince Lokantası Ve Meyhanesi,38.439659,27.144574,4.6,Unknown,Meyhane,(0232) 421 35 70,"1471 Sok No:20/A, Konak",274.0,foursquare,Alsancak Garı,286.88117877204274,Alsancak Garı,38.439948857,27.1478470394,15
Zeynel Ergin Gevrek Fırını,38.438318,27.145245,4.75,1.0,Bakery,(0232) 403 40 04,"1466 Sok No: 2, 35220 Konak",287.0,foursquare,Alsancak Garı,290.2497006628547,Alsancak Garı,38.439948857,27.1478470394,15
Alsancak Kebapçısı,38.439659,27.144574,3.9,2.0,Turkish,,"1456 Sok, İzmir",270.0,foursquare,Alsancak Garı,286.88117877204274,Alsancak Garı,38.439948857,27.1478470394,15
Kulüp Ali Restoran,38.439095,27.145435,4.0,3.0,Seafood,(0232) 421 40 48,"1469 Sok, No: 35, Alsancak (Kıbrısşehitleri Cd), Konak",338.0,foursquare,Alsancak Garı,230.53602955983376,Alsancak Garı,38.439948857,27.1478470394,15
La Puerta,38.439187,27.146248,4.2,1.0,['Gastropubs'],902324224457.0,"Alsancak Mah., 1469 Sk. No:69-71, 35100 İzmir, Turkey",428.6260234069807,yelp,Alsancak Garı,163.010188617233,Alsancak Garı,38.439948857,27.1478470394,15
China Town Restaurant,38.440966,27.146538,4.2,Unknown,['Turkish'],902324224212.0,"Cumhuriyet Bulv. No:208., Alsancak, 35480 İzmir, Turkey",525.8915970486169,yelp,Alsancak Garı,160.59291828869544,Alsancak Garı,38.439948857,27.1478470394,15
Red Point Sushi,38.441,27.1485,4.0,Unknown,['Japanese'],,"Alsancak, 35030 İzmir, Turkey",473.7086047932205,yelp,Alsancak Garı,129.98256609989917,Alsancak Garı,38.439948857,27.1478470394,15
Cortador Brazilian Steakhouse,38.4400228,27.1497275,3.5,Unknown,['Brazilian'],905333469723.0,"Liman Cad. 10 / L Alsancak, Konak, 35230 İzmir, Turkey",163.98387474152273,yelp,Alsancak Garı,163.9842882641064,Alsancak Garı,38.439948857,27.1478470394,15
Analytichef Pastry & Coffee,38.44735,27.174069,4.2,2.0,Café,(0232) 502 75 80,"Ege Perla 2 Kat (Ozan Abay caddesi), 35170 İzmir",375.0,foursquare,Meles Rekreasyon Alanı,375.76851033692117,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Meles Deltası Piknik Alanı,38.448618,27.170565,3.2,Unknown,Food Court,,İzmir,382.0,foursquare,Meles Rekreasyon Alanı,382.3038720202624,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Çınarlı Fırını,38.439997,27.172503,3.95,1.0,Bakery,,"Anadolu Cad No:5, İzmir",587.0,foursquare,Meles Rekreasyon Alanı,596.3703976599772,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Cafe Del VRP,38.450551,27.170788,3.7,2.0,Indian,,Unknown,604.0,foursquare,Meles Rekreasyon Alanı,596.8806441818467,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Garden & Grill By Hilton,38.450282,27.171293,3.5,2.0,BBQ,,Unknown,553.0,foursquare,Meles Rekreasyon Alanı,568.8755043536185,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Zeytin Restaurant,38.447912,27.17844,4.2,Unknown,Turkish Home Cooking,,Unknown,734.0,foursquare,Meles Rekreasyon Alanı,734.6075953668106,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Kürkçü Dükkanı,38.439105,27.172554,3.55,Unknown,Meyhane,,"1574Sokak No/5 Çınarlı Konak, İzmir",693.0,foursquare,Meles Rekreasyon Alanı,693.7308506342963,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Alaçatı Kafası,38.448473,27.179066,3.8,Unknown,Meyhane,,"Mistral, İzmir",810.0,foursquare,Meles Rekreasyon Alanı,810.7453913275481,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Yaya Restaurant,38.4256783,27.1984997,4.3,4.0,['Restaurants'],902327160266.0,"Kemal Paşa Cad., No: 86/A, İzmir, Turkey",1331.7416341008204,yelp,Meles Rekreasyon Alanı,3246.9202576889566,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Murano's,38.447361,27.173954,4.0,Unknown,['Italian'],905398216588.0,"Çınarlı Mah., Ozan Abay Cad. No:8, K:1, 35170 İzmir, Turkey",368.9399244319534,yelp,Meles Rekreasyon Alanı,368.94085481006107,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Topraktan Pastanesi,38.442474,27.181253,4.7,2.0,"['Desserts', 'Coffee & Tea', 'Cafes']",902323432221.0,"159. Sok. No:9/ A, Bornova, 35110 İzmir, Turkey",962.3834106911204,yelp,Meles Rekreasyon Alanı,962.38583758846,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
