restaurant_name,restaurant_latitude,restaurant_longitude,rating,price,category,tel,address,distance,source
Boğaziçi Restaurant,38.405569,27.070974,4.7,₺₺₺,"['Turkish', 'Seafood', 'Breakfast & Brunch']",902322788888.0,"Bahçelerarası Mah., Mustafa Kemal Sahil Blv., 35920 İzmir, Turkey",806.2725987655206,yelp
Tuval Restaurant,38.4057308,27.0683864000001,5.0,,"['Turkish', 'Mediterranean']",905321795556.0,"Haydar Aliyev Blv. No:4/5, Levent Marina, 35330 İzmir, Turkey",580.9793709919622,yelp
Tarasa Nostalji,38.405926,27.067459,4.0,,"['Fast Food', 'Turkish']",902322590090.0,"Haydar Aliyev Bulv., No: 4, Levant Marina İçinde, İzmir, Turkey",497.6016289195424,yelp
Free Time,38.411634,27.064018,3.5,₺,['Turkish'],902322792854.0,"Novada AVM., Çetin  Emeç Mah.Moda Sok. No:6/ A .Balçova, 35320 İzmir, Turkey",581.8700170015353,yelp
Gizli Bahçe,38.3747902,26.898695,3.6,,['Turkish'],902322341317.0,"Yalı Mah., 144. Sok. No: 27/A-B Güzelbahçe, 35330 İzmir, Turkey",1032.2020332151496,yelp
Peximet,38.398317,27.053289,3.7,₺₺,"['Cafes', 'Coffee & Tea']",902324211010.0,"Agora AVM., Mithatpasa Cad. No:1446 Balcova, İzmir, Turkey",1192.0087963985327,yelp
Peximet Göztepe,38.3988263,27.0788747,4.0,₺,"['Coffee & Tea', 'Cafes']",902324632842.0,"Mithatpaşa Cd. No:1170, Güzelyalı, 35290 İzmir, Turkey",1003.1431794581978,yelp
Egeli Balık Restaurant,38.3992803603057,27.0816243750933,5.0,,['Seafood'],902322483797.0,"Mustafa Kemal Sahil Blv. No:751, Güzelyalı, 35370 İzmir, Turkey",1167.1484032946105,yelp
Peynir Evi Kahvaltı ve Ev Yemekleri,38.396802,27.0640051,5.0,,"['Breakfast & Brunch', 'Homemade Food']",902322599993.0,"Mithatpaşa Cad. No:145-B, Balçova, 35340 İzmir, Turkey",1035.4415381941942,yelp
ACO,38.398941,27.080633,5.0,,['Fast Food'],902322472833.0,"Mithat Paşa Cad., No: 1045/D, 35290 İzmir, Turkey",1115.7682956621322,yelp
İpek Yufka,38.3958015,27.0747299,4.0,₺,['Delis'],902322474203.0,"Gürsel Aksel Bulv., No: 25/B, Tansaş Karşısı, İzmir, Turkey",1070.9948562569346,yelp
Battalbey Çiğköfte,38.395968,27.073705,3.5,₺,['Turkish'],902322247333.0,"Üçkuyular Mah. İnönü Cad., No: 658 D: 2, 35290 İzmir, Turkey",1023.4651576966844,yelp
Meryemce Mantı Evi,38.396465,27.07175,4.0,,['Turkish'],902322469487.0,"Üçkuyular Mah. İnönü Cad., No: 861/B, 35260 İzmir, Turkey",931.3186944647792,yelp
Hamsiköy Akçaabat Köftecisi,38.396793,27.064135,4.0,,['Turkish'],902322595857.0,"Mithat Paşa Cad., No: 305, 35320 İzmir, Turkey",1030.4506033340688,yelp
Güzelyalı Dürümcüsü,38.397997,27.080824,4.0,,"['Turkish', 'Kebab']",902322249991.0,"36. Sok. No: 1, Karakol Karşısı, 45000 İzmir, Turkey",1192.5437029321515,yelp
Waffle'cı Akın,38.398816,27.07949,4.6,,"['Coffee & Tea', 'Cafes', 'Waffles']",902322479082.0,"Mithat Paşa Cad. No:1073/A, Göztepe, 35290 İzmir, Turkey",1044.8930444893708,yelp
By Cicogna Restoran,38.398486,27.080187,3.2,₺₺,['Turkish'],902322590090.0,"Üçkuyular /  İzmir, Haydar Aliyev Bulv. No: 4 Levent Marina İçinde, 35290 İzmir, Turkey",1115.203554904177,yelp
Metehan Şarküteri,38.3950386,27.0698509,4.0,,['Delis'],902322856691.0,"Mehmetçik Bulv. No: 39/ B, 35340 İzmir, Turkey",965.703141729818,yelp
Little Caesars Pizza,38.396559,27.071455,4.0,,['Pizza'],904445244.0,"Üçkuyular Mah., Fahrettin Altay Meydanı No: 2 / A, 35290 İzmir, Turkey",917.5459217137516,yelp
The Winston Brasserie,38.398146,27.0833632,4.6,₺,"['Brasseries', 'Fast Food']",902322463044.0,"Mithatpaşa Cad. No:1130, Güzelyalı, 35290 İzmir, Turkey",532.761142695756,yelp
Seas Tea,38.398734,27.083449,5.0,,"['Bars', 'Cafes', 'Coffee & Tea']",,"Güzelyalı Mah., Otopark İç Yolu No:719, 35290 İzmir, Turkey",507.7861425015445,yelp
Cafe Levent,38.3974826,27.0856024,4.3,₺,"['Cafes', 'Coffee & Tea']",902322245330.0,"Mithatpaşa Cad. No:1054, Güzelyalı, 35290 İzmir, Turkey",738.3926024308179,yelp
Avni,38.3987243883523,27.0837328695976,1.0,,"['Coffee & Tea', 'Bistros', 'Cafes']",905307602535.0,"Mithatpaşa Cad. No:1130, 35290 İzmir, Turkey",530.6734775465465,yelp
Mani'nin Mutfağı,38.3933035,27.0891766,5.0,,"['Food Delivery Services', 'Turkish', 'Italian']",902322788807.0,"Esenyalı Mah., 52/72 Sok. No:36/1, 35150 İzmir, Turkey",1262.052136924376,yelp
Sanita Pizza Burger,38.398233,27.085825,3.7,₺₺,['Pizza'],902322242934.0,"Mustafa Kemal Sahil Bulv., No: 679, İzmir, Turkey",719.7364282929459,yelp
Ora Lahmacun,38.399129,27.091337,4.3,₺,"['Kebab', 'Lahmacun', 'Pita']",902322444244.0,"Göztepe Mah., Mithat Paşa Cad. No:856 D:1/A, 35320 İzmir, Turkey",661.1269266246096,yelp
Blue Vela Restoran,38.398313,27.084348,4.0,₺₺,['Seafood'],902329999771.0,"Mustafa Kemal Sahil Bulvarı, 40/1 Sokak, Göztepe Vapur İskeleri Karşısı, 35260 İzmir, Turkey",111.51958824280248,yelp
Buzz 35 Bistro,38.3974726,27.085745,4.0,₺₺,"['Bars', 'Turkish']",905069799370.0,"Mithatpaşa Cad. No:1056 / B, Güzelyalı, 35290 İzmir, Turkey",259.025267914534,yelp
Nail Gurme Şarküteri,38.3998299,27.0922794,4.0,,['Delis'],902322241795.0,"Göztepe Mah. Mithat Paşa Cad., No: 891/A, 35290 İzmir, Turkey",411.4639097249203,yelp
Arzu Pide Salonları,38.393092,27.085641,3.3,₺,['Turkish'],902322243055.0,"Hıfsızsıhha Mah. İnönü Cad., No: 665/A, İzmir, Turkey",698.8728818659224,yelp
Siesta Cafe,38.398234,27.083353,3.8,₺₺,"['Coffee & Tea', 'Cafes']",902322475124.0,"Mithat Paşa Cad. No: 1132, 35290 İzmir, Turkey",112.87893006958384,yelp
Balıkçım,38.399097,27.091395,3.8,,['Seafood'],902322246715.0,"Göztepe Mah., Mithat Paşa Cad. No: 944 / G, 35370 İzmir, Turkey",666.2327525899374,yelp
Nergiz Hanımın Mutfağı,38.3969,27.086511,4.0,,['Turkish'],902322482258.0,"Güzelyalı Mah., 57 Sok. No. 2/1-B Konak, 35290 İzmir, Turkey",351.0902342880108,yelp
Macır Köfte,38.399248,27.091058,5.0,,['Meatballs'],902324155155.0,"Göztepe Mah., 95. Sok. No:1/1A, 35290 İzmir, Turkey",636.7884152118556,yelp
Sultan İnegöl Köftecisi,38.3973345,27.0884713,4.0,,['Meatballs'],902322247211.0,"Göztepe Mah., 77 Sok. No:2/A-B, 35290 İzmir, Turkey",460.7021272469013,yelp
Kırçiçeği,38.402172,27.095546,5.0,,['Turkish'],902322433377.0,"Göztepe Mah., Mithat Paşa Cad. No: 741/ A, 35290 İzmir, Turkey",219.58420936195927,yelp
Kafe Köşk,38.4055786,27.0984859,3.0,,"['Cafes', 'Coffee & Tea']",,"Mustafa Kemal Sahil Bulv. No:435, Küçükyalı, 34865 İzmir, Turkey",603.7437268730476,yelp
Calypso Cafe,38.4044570391798,27.0973072135962,4.0,,"['Cafes', 'Breakfast & Brunch', 'Coffee & Tea']",902322443463.0,"Mustafa Kemal Sahil Blv. No:457, 35280 İzmir, Turkey",451.86530444834256,yelp
Göz Göz Döner,38.4019272,27.0951745,4.0,₺₺,['Turkish'],,"Mithatpaşa Caddesi No: 838 Göztepe Konak, 35290 İzmir, Turkey",189.0513897879269,yelp
Köylü Kardeşler,38.3995705,27.092289,3.8,₺₺,['Delis'],902322462861.0,"Göztepe Mah., Mithat Paşa Cad. No: 821/ A, 35290 İzmir, Turkey",178.81966958914174,yelp
Kebire Ana,38.4060097,27.1031494,5.0,,['Cafeteria'],902322319610.0,"141. Sok. Goztepe, 35280 İzmir, Turkey",736.5882490058451,yelp
Chıcky Döner,38.402437,27.095986,4.0,,['Turkish'],902322204464.0,"Mithat Paşa Cad., No: 834, 35280 İzmir, Turkey",259.70492730296945,yelp
Güzelyalı Köftecisi Erdal Usta,38.4001115,27.0924162,4.0,₺,['Meatballs'],905534366415.0,"Mithatpaşa Cad. Göztepe, 35290 İzmir, Turkey",234.32438905431468,yelp
Muzom Restaurant Cafe Bar,38.3988017,27.090974,3.0,₺₺,['Turkish'],902322483838.0,"Mithatpaşa Cad.  No. 956, Göztepe, 35290 İzmir, Turkey",414.4274746456425,yelp
Meşhur Kuyum Pide,38.401461,27.10635,4.4,,['Pita'],902322328987.0,"İnönü Cad. No: 297/B, Karabağlar, 35150 İzmir, Turkey",844.6035942020375,yelp
Nokta Balık Pişiricisi,38.401062,27.106487,4.0,,['Seafood'],902322327277.0,"234. Sok. No: 2/B, Hatay, 35100 İzmir, Turkey",882.1037032771947,yelp
Sahil Restaurant,38.407624,27.1041991,3.0,₺₺₺,['Seafood'],902324836071.0,"Mitahatpaşa Mah., Mustafa Kemal Sahil Bulv.No 225  Küçükyalı, 35280 İzmir, Turkey",496.5687692072848,yelp
Karma,38.4036217,27.0970287,4.4,₺₺,"['Coffee & Tea', 'Cafes']",902322446622.0,"Göztepe Mah., Mithat Paşa Cad. No: 816/A, 35280 İzmir, Turkey",305.0639858312392,yelp
Çekirdek Kahve,38.4031,27.100085,3.0,,"['Coffee & Tea', 'Cafes']",,"Küçükyalı, 35280 İzmir, Turkey",364.3221870201808,yelp
Waffle Home Cafe,38.4011075077523,27.1066694338375,4.0,,"['Cafes', 'Coffee & Tea']",,"234 Sok., 35030 İzmir, Turkey",891.0144758347595,yelp
Papağan Cafe,38.4034882,27.1009502,4.0,₺,"['Coffee & Tea', 'Cafes']",902324468572.0,"Çankaya Mah., A Blok SSK Konak Tesisleri No: 5 D: D1-K K: Zemin, İzmir, Turkey",305.0639858312392,yelp
Alabi Restorant,38.3988,27.108747,4.0,,['Turkish'],902322565200.0,"Ali Rıza Avani  Bulv., Gazeteci Hasan Tahsin Cd. Bahçelievler, 35150 İzmir, Turkey",1196.903255625388,yelp
İzmirspor Lokantası,38.403034,27.108461,4.0,₺,['Turkish'],902322312140.0,"233 Sok. No: 6/ A, 35100 İzmir, Turkey",913.8650587934058,yelp
Asansör Restoran,38.408679,27.117661,4.0,₺₺,['French'],902322612662.0,"Turgut Reis Mah., Şehit Nihatbey Cd. No:76/A, 03500 İzmir, Turkey",756.1978145496915,yelp
Girit Sofrası,38.40928,27.111763,3.5,₺,['Turkish'],902322343484.0,"Mithat Paşa Cad., No: 395/A, Türkiye İş Bankası Yanı, İzmir, Turkey",243.27472298584763,yelp
Egeli Restoran,38.4111684,27.1202813,4.5,,['Turkish'],902322483797.0,"Mustafa Kemal Sahil Bulv., Cad. No: 751 Güzelyalı, 35100 İzmir, Turkey",1012.4852353611632,yelp
Kırkmerdiven,38.4092021017084,27.1189077571034,4.0,₺₺,"['Coffee & Tea', 'Cafes']",902324820073.0,"Karatas Mah. Mithatpasa Cad., 305 Sok. No:59/ A, 35280 İzmir, Turkey",864.20290983196,yelp
Ege Lokantası,38.4038391,27.1085091,4.0,,['Turkish'],902322321272.0,"Murat Reis Mh., 177 Sok. No:94 /A Konak, 35280 İzmir, Turkey",674.7792497111199,yelp
Öz Urfa Cemal Usta,38.401833,27.118144,5.0,,['Turkish'],902322286666.0,"Ali Rıza Avni Bulv. No: 4, 35370 İzmir, Turkey",1128.0938235897663,yelp
Asansir Cafe,38.409125,27.117429,4.0,,"['Cafes', 'Coffee & Tea']",902320000000.0,"Dario Moreno Sok., Karataş, 35100 İzmir, Turkey",735.2031248516764,yelp
Gıdacılar Sandviç-Köfte-Mantı,38.3725586,26.8786507,3.0,,['Fast Food'],905334265901.0,"Mithatpaşa Cad. 181 Sok. No:2/ C, 35340 İzmir, Turkey",343.3969701933192,yelp
Cafehane,38.409778,27.120008,3.8,,"['Coffee & Tea', 'Cafes']",902322346210.0,"Mithat Paşa Cad., No: 172, 35110 İzmir, Turkey",963.59962989825,yelp
Ehli Keyif Restaurant,38.40919,27.11344,3.0,,"['Turkish', 'Kebab']",902324897990.0,"Mithat Paşa Cad., No: 488/A, 35110 İzmir, Turkey",388.0436178861549,yelp
Dilek & Sena Büfe,38.411503,27.125547,4.0,,"['Buffets', 'Fast Food']",,"394. Sk No: 103, Foça, 35100 İzmir, Turkey",472.85596950303255,yelp
Ottoman Nargile Atölyesi,38.4149348,27.1228523,4.0,₺₺,"['Cafes', 'Coffee & Tea']",905543469793.0,"Mustafa Kemal Sahil Bulvarı, No: 1146 / 1A Güzelyalı / Konak, 35260 İzmir, Turkey",436.03977683244966,yelp
Karataş Meze Evi,38.4109192,27.1214294,3.0,,['Delis'],902324890489.0,"Karataş Mithat Paşa Cad., No: 334/A, İzmir, Turkey",164.63638015702838,yelp
Karataş Pide,38.4110754409991,27.1215341621801,4.0,,['Pita'],902324452627.0,"Mithatpaşa Cad. No:81/A, Karataş, 35260 Izmir, Turkey",138.44565053066898,yelp
Çöpçüm,38.4045821015806,27.128772425756,5.0,₺,['Barbeque'],902322284228.0,"Zafertepe Mah., Eşrefpaşa Cad. No:417, Konak, 35270 İzmir, Turkey",1088.696597507112,yelp
Göz Göz Cafe,38.409783191222,27.1193254094133,3.5,,"['Cafes', 'Coffee & Tea']",,"Mithatpaşa Cad., İzmir, Turkey",218.67503427785425,yelp
Eti Çorbacısı,38.4050359109842,27.1219361587524,4.7,,['Soup'],,"Bahçelievler Mh., 35150 İzmir, Turkey",751.9920674263697,yelp
Ebabil,38.4059469,27.1209043,4.7,,"['Turkish', 'Bakeries']",,"Ali Rıza Avni Bulv. No:14/A, Bahçelievler, Üçyol, 35110 İzmir, Turkey",637.5574352167362,yelp
Konak Ödemiş Köftecisi,38.4160101548132,27.1300250094177,4.8,₺,['Meatballs'],,"Konak katli  Otopark Yanı, Konak, 35920 İzmir, Turkey",989.7341335027376,yelp
Mask Cafe&Bar,38.41885,27.12872,4.0,,"['Coffee & Tea', 'Bars', 'Cafes']",,"876 Sok. 52 Kemeraltı, İzmir, Turkey",1096.5206521876344,yelp
Doyuran Manisa Kebap Salonu,38.419173,27.132647,4.8,,"['Turkish', 'Kebab']",902324251263.0,"Kemeraltı Mah., 866 Sok. No:14, 35250 İzmir, Turkey",541.9847504049403,yelp
Topcu,38.426,27.133,4.0,₺₺,['Turkish'],902324846261.0,"Kazım Dirik Caddesi 3, 35210 İzmir, Turkey",984.7393639992376,yelp
Mezzaluna,38.4236474649437,27.1287091166347,4.6,₺₺₺,['Italian'],902324896944.0,"Akdeniz Mah., Atatürk Cad. No:19, 35250 İzmir, Turkey",575.5430879950958,yelp
Kemer 6 Balıkevi,38.4212683,27.1323454,4.6,₺₺,['Seafood'],902324452192.0,"861 Sok. 1, Kemeraltı, 35920 İzmir, Turkey",583.471221085365,yelp
Yüzde Yüz Cafe,38.421868,27.129374,4.0,₺₺₺,"['Coffee & Tea', 'Steakhouses', 'Cafes']",902324414338.0,"Atatürk Cad., Konak Pier Alışveriş Mrk. No: 19 D: 4 K: 4, İzmir, Turkey",427.3454383179415,yelp
Engelliler Merkezi Kafeteryası,38.41885,27.12872,4.8,₺,"['Cafes', 'Coffee & Tea']",902322598922.0,"Bahçelerarası Mah., Bakü Bulv. İnciraltı, İzmir, Turkey",198.27655404153023,yelp
Mandolin Cafe,38.422723,27.129234,4.0,₺₺,['Cafes'],902324833902.0,"Konak Mah., Atatürk Cad. No:19 D:1, 35250 İzmir, Turkey",500.77615855904105,yelp
Adabeyi Balık Restaurant,38.421868,27.129374,4.7,,['Seafood'],902324820470.0,"Konak Pier AVM, Atatürk Cad. No:19 D:1 K:Giriş, 35210 İzmir, Turkey",427.3454383179415,yelp
Billur Et Lokantası Fırın Yemekleri,38.419028,27.13391,5.0,₺,['Turkish'],902324450524.0,"Kemeraltı Mevki, 873 Sok. No: 78 Konak, İzmir, Turkey",650.8577815543491,yelp
Mavra Restaurant,38.41885,27.12872,4.3,,"['Turkish', 'Seafood']",902323308855.0,"Cemal Gürsel Cad. No: 506 İnci Apt., Bostanlı, İzmir, Turkey",198.27655404153023,yelp
Red Dragon,38.426355,27.137185,3.6,₺₺,['Chinese'],902324830079.0,"1379. Sok. No:57/A, Alsancak, 35220 İzmir, Turkey",1258.5167926588265,yelp
Marina Cafe,38.4257670656815,27.132018,5.0,₺₺,"['Cafes', 'Breakfast & Brunch']",902324452505.0,"Alsancak Mah., Atatürk Cad. No:94, 35210 İzmir, Turkey",915.667734166539,yelp
Meşhur Balık Pişiricisi,38.421244,27.130793,5.0,,['Seafood'],902324841060.0,"853 Sok. No: 35/ C, 35920 İzmir, Turkey",467.14039939724864,yelp
Topçunun Yeri,38.42608,27.133059,4.3,₺₺,['Kebab'],902324259047.0,"Akdeniz Mah., Kazım Dirik Cad. No:3/B, 35920 İzmir, Turkey",994.967432845217,yelp
Tarihi Kemeraltı Lokantası,38.418319,27.131019,4.0,₺,"['Turkish', 'Kebab']",902324255393.0,"Anafartalar Cad., Veysel Çıkmazı No: 47/A, 35700 İzmir, Turkey",361.48713736805416,yelp
Cafe Antre,38.417779,27.129216,4.0,,['Fast Food'],902324468180.0,"Çobanoğlu Zeki Bey Cad., No: 7/C, İzmir, Turkey",200.3855893408337,yelp
Sirena,38.4333878,27.1379452,4.4,,"['Bars', 'Cafes', 'Coffee & Tea']",902324213386.0,"Atatürk Cad. No: 194 / 1- A, Alsancak, 35220 İzmir, Turkey",166.18026528790622,yelp
Cafe La Cigale,38.431544,27.13707,4.8,₺₺₺,['French'],902324214780.0,"Cumhuriyet Bulv., Fransız Kültür Merkezi No: 152, İzmir, Turkey",594.256418568541,yelp
Bonjour Restaurant,38.427469,27.132421,4.0,,"['Turkish', 'Pizza']",902324250445.0,"Kordon Otel, Akdeniz Cad.No: 2 Pasaport, İzmir, Turkey",15.215965133981696,yelp
Fish House,38.430064,27.134626,4.0,₺₺,"['Turkish', 'Fish & Chips']",902324631020.0,"Atatürk Cad., No: 174 D: 1, 35920 İzmir, Turkey",334.3865245755491,yelp
Kordonboyu Balık Pişiricisi,38.434901,27.13943,4.8,₺₺₺,['Seafood'],902324221590.0,"Atatürk Cd. No:214/A, Alsancak, 35480 İzmir, Turkey",1014.7097525704772,yelp
Mövenpick Hotel Restaurant,38.428118,27.134122,5.0,,"['Turkish', 'Seafood', 'Buffets']",902324881414.0,"Cumhuriyet Blv. No:138, 35210 İzmir, Turkey",149.66702852488953,yelp
Ciğerci Zarif,38.426973,27.134114,4.5,₺₺,['Giblets'],902324457526.0,"Şehit Fethi Bey Cad. No: 67, Konak, 35920 İzmir, Turkey",146.3462161137627,yelp
Meyhane Sisim,38.4298583405343,27.1344995733801,3.8,,['Turkish'],902324636987.0,"Atatürk Cad.No: 174, 35220 İzmir, Turkey",56.25894803366731,yelp
Zafer'in Yeri Restaurant,38.430788,27.13551,5.0,,['Seafood'],905331992680.0,"Atatürk Cad. No:184/B, 35220 İzmir, Turkey",122.32117213318064,yelp
Meşhur Tavacı Recep Usta,38.440797,27.142488,4.3,₺₺₺,"['Turkish', 'Steakhouses']",902324638797.0,"Atatürk Cad. No: 364, Alsancak, 35030 İzmir, Turkey",841.8159051730466,yelp
Roof Bar,38.436191,27.141482,4.3,₺₺,"['Bars', 'Cafes', 'Coffee & Tea']",902324639090.0,"Ege Palas Business Hotel, Cumhuriyet Bulv. No: 210 Alsancak, 35220 İzmir, Turkey",378.75521008158046,yelp
Midyeli,38.4352989,27.1417503,4.7,₺₺,['Seafood'],902324222226.0,"İrfan Boyuer 1444 Sk. No:4/A, Alsancak, 35220 İzmir, Turkey",347.7387007002979,yelp
Sardunya's,38.4372954028375,27.1421883287424,4.3,,"['Bars', 'Cafes', 'Coffee & Tea']",902324653276.0,"Kıbrıs Şehitleri Cad. 1453. Sok. No:12, Alsancak, 35220 İzmir, Turkey",506.94478906650994,yelp
Cafe Del Mundo,38.437712,27.142934,5.0,₺₺,"['Cafes', 'Breakfast & Brunch', 'Coffee & Tea']",902324210584.0,"Kıbrıs Sehitleri Cad., Muzaffer Izgü Sok. No:13, 35220 İzmir, Turkey",585.7041362695555,yelp
Cafe Reci's,38.431037,27.141743,4.4,₺₺,['Italian'],902324638470.0,"1382 Sok. No: 31/A, Alsancak, 35220 İzmir, Turkey",461.8406961574291,yelp
V Lounge,38.4421741121412,27.1433708444238,4.0,₺₺,"['American', 'Lounges']",902324049898.0,"Alsancak Mh., Ataturk Cd. Mert Plaza No:376/A, 35220 İzmir, Turkey",1013.1608526338604,yelp
Dükkan Burger,38.4323276944348,27.1401010671692,4.3,,['Fast Food'],902324632055.0,"Meksika Sok. No: 18/ A, İzmir, Turkey",259.3443352424737,yelp
La Puerta,38.439187,27.146248,4.2,₺,['Gastropubs'],902324224457.0,"Alsancak Mah., 1469 Sk. No:69-71, 35100 İzmir, Turkey",428.6260234069807,yelp
Chickinn,38.4367646,27.1430536,3.9,₺₺,"['Turkish', 'Chinese', 'Barbeque']",902324650880.0,"Kıbrıs Sehitleri Cad. No.56, Alsancak, 35220 İzmir, Turkey",236.84682728148863,yelp
Alins Cafe Restaurant,38.4385289868892,27.1415490912323,2.7,₺,"['Cafes', 'Fast Food', 'Sandwiches']",902324645474.0,"Atatürk Cad. No:334/A, Alsancak, 35220 İzmir, Turkey",13.80915989779698,yelp
Manisalı Birtat,38.437573,27.143338,4.0,,"['Turkish', 'Kebab']",902324216864.0,"Kıbrıs Şehitleri Cad., No: 82/A, 35100 İzmir, Turkey",194.66364796690755,yelp
SPR Pub Restaurant,38.4414892358439,27.1428351245316,5.0,,"['Pubs', 'Burgers', 'Pizza']",902322784243.0,"Atatürk Cad. No: 370/ 1-B, 35220 İzmir, Turkey",358.4452272639456,yelp
China Town Restaurant,38.440966,27.146538,4.2,,['Turkish'],902324224212.0,"Cumhuriyet Bulv. No:208., Alsancak, 35480 İzmir, Turkey",525.8915970486169,yelp
Red Point Sushi,38.441,27.1485,4.0,,['Japanese'],,"Alsancak, 35030 İzmir, Turkey",473.7086047932205,yelp
Amfora Balık,38.44197,27.143126,4.0,,['Seafood'],902324635874.0,"Atatürk Cad., No: 372 D: 1/A, 35920 İzmir, Turkey",28.35375565778984,yelp
Aysel Abla Ev Yemekelri,38.439557,27.143781,4.3,₺₺,['Homemade Food'],902324222244.0,"Kıbrıs Şehitleri Cad. No:159/A, 35040 İzmir, Turkey",296.5680717964724,yelp
Yaşam Vegan Cafe,38.437658322536,27.1441784905582,5.0,,"['Vegan', 'Cafes']",905340330372.0,"Alsancak Mah., 1484. Sk. No:9/A, 35220 İzmir, Turkey",510.49746541455534,yelp
Cortador Brazilian Steakhouse,38.4400228,27.1497275,3.5,,['Brazilian'],905333469723.0,"Liman Cad. 10 / L Alsancak, Konak, 35230 İzmir, Turkey",163.98387474152273,yelp
Köfteci Turgay,38.436505,27.144658,4.0,,"['Turkish', 'Meatballs']",902324040033.0,"Alsancak Mah., 1456. Sok. No:92-B, 35220 İzmir, Turkey",473.0641891967319,yelp
Murano's,38.447361,27.173954,4.0,,['Italian'],905398216588.0,"Çınarlı Mah., Ozan Abay Cad. No:8, K:1, 35170 İzmir, Turkey",368.9399244319534,yelp
Topraktan Pastanesi,38.442474,27.181253,4.7,₺₺,"['Desserts', 'Coffee & Tea', 'Cafes']",902323432221.0,"159. Sok. No:9/ A, Bornova, 35110 İzmir, Turkey",962.3834106911204,yelp
Sultanahmet Köftecisi,38.4511629507546,27.1788383156494,3.8,₺₺,['Meatballs'],902324352322.0,"Gürel İş Mrk., Adalet Mah. Manas Bulv.No:31-D Bayraklı, 35100 İzmir, Turkey",968.1359514380874,yelp
Kardeşler Pide Kebap Salonu,38.438581,27.18054,4.0,,"['Turkish', 'Kebab']",902324864025.0,"Fatih Cad., No: 35, 35030 İzmir, Turkey",1124.615219157145,yelp
Antakya İl Sınırı,38.452622,27.180277,2.0,,['Turkish'],902324619911.0,"Mansuroğlu Mah., 1593/1 Sok. No:1, Bayraklı, 35535 İzmir, Turkey",1171.05410003357,yelp
Emirgan Sütiş,38.453389,27.177265,2.0,,"['Turkish', 'Breakfast & Brunch', 'Cafes']",902325020980.0,"Adalet Mah., Manas Blv. No:37, 35530 İzmir, Turkey",1074.0862159988692,yelp
Gusto,38.463518,27.215969,4.8,₺₺,['Turkish'],902323883559.0,"Süvari Cad., No: 20/A, Bornova Belediyesi Yakını, İzmir, Turkey",657.9284416419341,yelp
Meşhur Nazilli Pide ve Çorba Salonu,38.466472,27.219041,5.0,,['Turkish'],902323880779.0,"538 Sok. No: 12, 35100 İzmir, Turkey",676.2907027784142,yelp
Cafe Şölen,38.465489,27.21753,4.6,₺₺,"['Coffee & Tea', 'Cafes']",902323881556.0,"Mustafa Kemal Cad. No: 11/A, 35330 İzmir, Turkey",603.4269461363813,yelp
Coco Loco,38.46311,27.215232,3.8,₺₺,"['Italian', 'Cafes']",902323744682.0,"Süvari Cad. No: 13/B, Bornova, 35030 İzmir, Turkey",663.3573625745897,yelp
Tusem Mantı ve Kahvaltı Evi,38.4652784278179,27.2211393029022,5.0,₺,"['Turkish Ravioli', 'Breakfast & Brunch']",902323398103.0,"Kazım Karabekir Cd. No.32 / A, Bornova, 35030 İzmir, Turkey",894.0536141992562,yelp
Bodrum Balıkçısı,38.4653516973707,27.2063058614731,5.0,,"['Turkish', 'Pubs']",,"Yüzbaşı İbrahim Hakkı Caddesi 151, Yüzbaşı İbrahim Hakkı Caddesi No:151, 35100 İzmir, Turkey",575.5983408941286,yelp
Kebap 74,38.4661755558074,27.2200846600715,4.0,₺,['Turkish'],902323887331.0,"1. Sk, Bornova, 35030 İzmir, Turkey",772.9144285104314,yelp
Eren Döner ve Kebap,38.466414,27.2192191,4.0,,['Turkish'],,"166. Sk Küçükpark, Bornova, 35040 İzmir, Turkey",693.0386089746902,yelp
Namlı Ciğer,38.462169,27.211426,4.0,,['Turkish'],902323398749.0,"Küçükpark Mevki, 175 Sok. No: 21 D: 1, İzmir, Turkey",691.1692376881739,yelp
Rcs Cafe,38.4630394,27.2147961,4.0,₺₺₺,"['Cafes', 'Coffee & Tea']",902323436065.0,"Süvari Cad. Bo:32/ A, Bornova, 35030 İzmir, Turkey",651.9015913403447,yelp
Ohannes Burger,38.460488,27.215264,4.0,₺,"['Fast Food', 'Burgers']",902323739970.0,"Kazım Dirik Mah., 162 Sok.No:14 Küçükpark Bornova, 35040 İzmir, Turkey",931.995083955901,yelp
Bolulu Hasan Usta Süt Tatlıları,38.465825,27.219003,4.5,,"['Ice Cream & Frozen Yogurt', 'Restaurants']",902323422727.0,"Fevzi Çakmak Cad., No: 4/A, 35030 İzmir, Turkey",699.1923479072551,yelp
Cafe Rezine,38.463691,27.216307,4.7,₺,"['Coffee & Tea', 'Cafes']",902323424176.0,"Erzene Mah., Süvari Cad.  Park Apt. No: 14/B, 35030 İzmir, Turkey",659.8074877963007,yelp
Sevim Lokantası,38.465443,27.218941,4.2,₺₺,"['Turkish', 'Meatballs']",902323881532.0,"Fevzi Çakmak Cad. No: 20/ A, Bornova, 35030 İzmir, Turkey",712.7157323259219,yelp
Yağbasan Şarküteri,38.4635420764073,27.2160765604841,4.0,₺,['Delis'],,"Mustafa Kemal Cad.154 Sok. No:4/ D, Bornova, 35030 İzmir, Turkey",661.1242462165321,yelp
